name,york_id,n_entries_iris,n_instruments_iris,value,has_materials
1027,york:926893,1,1,The Effects of the Timing of Corrective Feedback on the Acquisition of a New Linguistic Structure,Records with materials
1028,york:926935,4,6,Reviewing the impact of problem structure on planning: A software tool for analyzing tower tasks,Records with materials
1028,york:926935,4,6,Assessing Planning Ability Withthe Tower of London Task: Psychometric Properties of a Structurally Balanced Problem Set,Records with materials
1028,york:926935,4,6,Declarative and procedural memory as individual differences in second language acquisition,Records with materials
1028,york:926935,4,6,"The Tower of London: The impact of instructions, cueing, and learning on planning abilities",Records with materials
1029,york:926936,1,1,"Teaching critical, ethical and safe use of ICT in pre-service teacher education",Records with materials
1030,york:926937,1,1,"Teaching critical, ethical and safe use of ICT in pre-service teacher education",Records with materials
1031,york:926982,6,2,Commenting to learn: Evidence of language and intercultural learning in comments on YouTube videos,Records with materials
1031,york:926982,6,2,The stance triangle,Records with materials
1031,york:926982,6,2,Introduction: The sociolinguistics of stance,Records with materials
1031,york:926982,6,2,Stance-taking and public discussion in blog,Records with materials
1031,york:926982,6,2,Towards an analysis of discourse,Records with materials
1031,york:926982,6,2,An introduction to spoken interaction.,Records with materials
1032,york:926997,1,1,L2 blogging: Who thrives and who does not?,Records with materials
1033,york:926998,1,2,Becoming little scientists: Technologically-enhanced project-based language learning,Records with materials
1034,york:926999,1,2,Teaching the pragmatics of Russian conversation using a corpus-referred wesbite,Records with materials
1035,york:927000,1,0,Teaching the pragmatics of Russian conversation using a corpus-referred wesbite,Records with materials
1036,york:927038,1,1,Teaching the pragmatics of Russian conversation using a corpus-referred wesbite,Records with materials
1037,york:927048,1,2,The practices and challenges of telecollaboration in higher education in Europe,Records with materials
1038,york:927049,1,2,Autonomous learning through task-based instruction in fully online language courses,Records with materials
1039,york:927050,1,1,Autonomous learning through task-based instruction in fully online language courses,Records with materials
1040,york:927055,1,1,Source(s) of syntactic cross-linguistic influence (CLI): The case of L3 acquisition of English possessives by Mazandarani–Persian bilinguals,Records with materials
1041,york:927056,1,1,L3 acquisition of English attributive adjectives: Dominant language of communication matters for syntactic cross-linguistic influence,Records with materials
1042,york:927057,1,6,The Effectiveness of Synchronous and Asynchronous Written Corrective Feedback on Grammatical Accuracy in a Computer-Mediated Environment,Records with materials
1043,york:927058,1,1,The Effectiveness of Synchronous and Asynchronous Written Corrective Feedback on Grammatical Accuracy in a Computer-Mediated Environment,Records with materials
1044,york:927059,1,2,The Effectiveness of Synchronous and Asynchronous Written Corrective Feedback on Grammatical Accuracy in a Computer-Mediated Environment,Records with materials
1045,york:927063,1,0,"What and When Second-Language Learners Revise When Responding to Timed Writing Tasks on the Computer: The Roles of Task Type, Second Language Proficiency, and Keyboarding Skills",Records with information only (materials not yet held)
1046,york:927064,1,0,"What and When Second-Language Learners Revise When Responding to Timed Writing Tasks on the Computer: The Roles of Task Type, Second Language Proficiency, and Keyboarding Skills",Records with information only (materials not yet held)
1047,york:927065,1,0,"What and When Second-Language Learners Revise When Responding to Timed Writing Tasks on the Computer: The Roles of Task Type, Second Language Proficiency, and Keyboarding Skills",Records with information only (materials not yet held)
1048,york:927068,1,1,Source(s) of syntactic cross-linguistic influence (CLI): The case of L3 acquisition of English possessives by Mazandarani–Persian bilinguals,Records with materials
1049,york:927069,1,1,Source(s) of syntactic cross-linguistic influence (CLI): The case of L3 acquisition of English possessives by Mazandarani–Persian bilinguals,Records with materials
1050,york:927070,1,1,L3 acquisition of English attributive adjectives: Dominant language of communication matters for syntactic cross-linguistic influence,Records with materials
1051,york:927071,1,1,Twitter-based EFL pronunciation instruction,Records with materials
1052,york:927072,1,1,Twitter-based EFL pronunciation instruction,Records with materials
1053,york:927077,1,1,Supporting in-service language educators in learning to tellecollaborate,Records with materials
1054,york:927078,2,0,The usefulness of accreditation-mandated outcomes assessment: Trends in university foreign language programs,Records with information only (materials not yet held)
1054,york:927078,2,0,Toward a Capacity Framework for Useful Student Learning Outcomes Assessment in College Foreign Language Programs,Records with information only (materials not yet held)
1055,york:927083,1,1,The usefulness of accreditation-mandated outcomes assessment: Trends in university foreign language programs,Records with materials
1056,york:927084,1,2,Beginning Learners' Development of Interactional Competence: Alignment Activity,Records with materials
